ID,Chat groups_A few times,Chat groups_Don't know,Chat groups_Never,Chat groups_Once per day,Chat groups_Once per month,Chat groups_Once per week,Chat groups_Several,Chat groups_Several times per day,Chat groups_Several times per month,Chat groups_Several times per week,Cookie Policy_Always accept,Cookie Policy_Don't know policy,Cookie Policy_Never accept,Cookie Policy_No support,Cookie Policy_Same domain,Cookie Policy_Warn,Cookie Policy_What is cookie,Electronic News_A few times,Electronic News_Don't know,Electronic News_Never,Electronic News_Once per day,Electronic News_Once per month,Electronic News_Once per week,Electronic News_Several,Electronic News_Several times per day,Electronic News_Several times per month,Electronic News_Several times per week,Financial Material_A few times,Financial Material_Don't know,Financial Material_Never,Financial Material_Once per day,Financial Material_Once per month,Financial Material_Once per week,Financial Material_Several times per day,Financial Material_Several times per month,Financial Material_Several times per week,Frequency of Use_1-4/dy,Frequency of Use_5-8/dy,Frequency of Use_Few Times/wk,Frequency of Use_Once/mo,Frequency of Use_Once/wk,Frequency of Use_Over 9/dy,Fun_1-5 hrs,Fun_10-20 hrs,Fun_21-40,Fun_5-10 hrs,Fun_Over 40,Fun_Under 1 hr,Hours Used_0-1,Hours Used_10-20,Hours Used_2-4,Hours Used_21-40,Hours Used_4-6,Hours Used_7-9,Hours Used_Over 40,Image Loading_26-50,Image Loading_51-75,Image Loading_Over 75,Image Loading_Under 25,Instead of Watching TV_A few times,Instead of Watching TV_Don't know,Instead of Watching TV_Never,Instead of Watching TV_Once,Instead of Watching TV_Once per day,Instead of Watching TV_Once per month,Instead of Watching TV_Once per week,Instead of Watching TV_Several times per day,Instead of Watching TV_Several times per month,Instead of Watching TV_Several times per week,Job listings_A few times,Job listings_Don't know,Job listings_Never,Job listings_Once per day,Job listings_Once per month,Job listings_Once per week,Job listings_Several times per day,Job listings_Several times per month,Job listings_Several times per week,Maps_A few times,Maps_Don't know,Maps_Never,Maps_Once per day,Maps_Once per month,Maps_Once per week,Maps_Several,Maps_Several times per day,Maps_Several times per month,Maps_Several times per week,Medical information_A few times,Medical information_Don't know,Medical information_Never,Medical information_Once per day,Medical information_Once per month,Medical information_Once per week,Medical information_Several,Medical information_Several times per day,Medical information_Several times per month,Medical information_Several times per week,Newsgroups_A,Newsgroups_A few times,Newsgroups_Don't know,Newsgroups_Never,Newsgroups_Once per day,Newsgroups_Once per month,Newsgroups_Once per week,Newsgroups_Several times per day,Newsgroups_Several times per month,Newsgroups_Several times per week,Number of Items in Favorites/Bookmark_1-10,Number of Items in Favorites/Bookmark_11-50,Number of Items in Favorites/Bookmark_51-100,Number of Items in Favorites/Bookmark_Don't Know,Number of Items in Favorites/Bookmark_Don't Use,Number of Items in Favorites/Bookmark_Over 100,Personal_1-5 hrs,Personal_10-20 hrs,Personal_21-40,Personal_5-10 hrs,Personal_Over 40,Personal_Under 1 hr,Product Information_A few times,Product Information_Don't know,Product Information_Never,Product Information_Once per day,Product Information_Once per month,Product Information_Once per week,Product Information_Several,Product Information_Several times per day,Product Information_Several times per month,Product Information_Several times per week,Real estate_A few times,Real estate_Don't know,Real estate_Never,Real estate_Once per day,Real estate_Once per month,Real estate_Once per week,Real estate_Several,Real estate_Several times per day,Real estate_Several times per month,Real estate_Several times per week,Reference Material_A few times,Reference Material_Don't know,Reference Material_Never,Reference Material_Once per day,Reference Material_Once per month,Reference Material_Once per week,Reference Material_Several,Reference Material_Several times per day,Reference Material_Several times per month,Reference Material_Several times per week,Research Material_A few times,Research Material_Don't know,Research Material_Never,Research Material_Once per day,Research Material_Once per month,Research Material_Once per week,Research Material_Several times per day,Research Material_Several times per month,Research Material_Several times per week,Shopping_A few times,Shopping_Don't know,Shopping_Never,Shopping_Once,Shopping_Once per day,Shopping_Once per month,Shopping_Once per week,Shopping_Several times per day,Shopping_Several times per month,Shopping_Several times per week,Telephone listings_A few times,Telephone listings_Don't know,Telephone listings_Never,Telephone listings_Once per day,Telephone listings_Once per month,Telephone listings_Once per week,Telephone listings_Several ,Telephone listings_Several  times per day,Telephone listings_Several times per day,Telephone listings_Several times per month,Telephone listings_Several times per week,Work_1-5 hrs,Work_10-20 hrs,Work_21-40,Work_5-10 hrs,Work_Over 40,Work_Under 1 hr,Favorites/Bookmarks Usage Patterns_Annotate,Favorites/Bookmarks Usage Patterns_Change Title,Favorites/Bookmarks Usage Patterns_Create Folders,Favorites/Bookmarks Usage Patterns_Create New Entry,Favorites/Bookmarks Usage Patterns_Create Subfolders,Favorites/Bookmarks Usage Patterns_Delete Entry,Favorites/Bookmarks Usage Patterns_Dont Use,Favorites/Bookmarks Usage Patterns_Manually Re-arrange,Favorites/Bookmarks Usage Patterns_Other,How Users Find out About WWW Pages_Books,How Users Find out About WWW Pages_Directories,How Users Find out About WWW Pages_Friends,How Users Find out About WWW Pages_Other,How Users Find out About WWW Pages_Printed Media,How Users Find out About WWW Pages_Search Engines,How Users Find out About WWW Pages_Sigs,How Users Find out About WWW Pages_TV,How Users Find out About WWW Pages_Usenet,How Users Find out About WWW Pages_WWW Pages,Indispensable_3-D,Indispensable_Audio,Indispensable_Chat,Indispensable_Digital sig,Indispensable_Don't know,Indispensable_Email,Indispensable_Internet Fax,Indispensable_Internet Phone,Indispensable_Java,Indispensable_Other,Indispensable_Push,Indispensable_Video,Indispensable_WWW,Navigation Services_411 ,Navigation Services_AOL NetFind,Navigation Services_Alta Vista,Navigation Services_Bigfoot,Navigation Services_Don't Know,Navigation Services_Excite ,Navigation Services_GTE SuperPages,Navigation Services_HotBot,Navigation Services_InfoSeek,Navigation Services_Lycos,Navigation Services_Other,Navigation Services_Web Crawler,Navigation Services_WhoWhere,Navigation Services_Yahoo,Primary Uses of Browser_Communication,Primary Uses of Browser_Education,Primary Uses of Browser_Entertainment,Primary Uses of Browser_Other,Primary Uses of Browser_Personal info,Primary Uses of Browser_Shopping,Primary Uses of Browser_Time-wasting,Primary Uses of Browser_Work,Problems Using Favorites/Bookmarks_Changed Content,Problems Using Favorites/Bookmarks_Complicated,Problems Using Favorites/Bookmarks_Dont Use,Problems Using Favorites/Bookmarks_No Problem,Problems Using Favorites/Bookmarks_Organize,Problems Using Favorites/Bookmarks_Other,Problems Using Favorites/Bookmarks_Quick Storage,Problems Using Favorites/Bookmarks_See All,Problems Using the Web_Broken Links,Problems Using the Web_Cost,Problems Using the Web_Find Known Info,Problems Using the Web_Find new info,Problems Using the Web_Lost,Problems Using the Web_Organize,Problems Using the Web_Other,Problems Using the Web_Revisit,Problems Using the Web_Speed,Problems Using the Web_Vizualization,Reasons For Saving and Printing Documents_Archive Docs,Reasons For Saving and Printing Documents_Distribute to Others Offline,Reasons For Saving and Printing Documents_Don't,Reasons For Saving and Printing Documents_Fear Doc Will Dissappear,Reasons For Saving and Printing Documents_Mimic Format,Reasons For Saving and Printing Documents_Other,Reasons For Saving and Printing Documents_Read Offline,Reasons For Saving and Printing Documents_Use Content,Reasons For Saving and Printing Documents_Use Offline
id95708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
id97218,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
id91627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
id89941,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1
id96052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
id90393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
id90848,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
id97014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
id90366,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
id95752,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
